錄音檔檔名,辨認出之客語漢字
6nsudpyxwy,𠊎無仰子正經足危險个啊壞啊捷巴利在遐兜石頭獎个路上啊捷巴利報告𠊎已經檢查過莊頭啊無閒嘛大家攏走啊哦
6orda2d3ag,先得𠊎一點鐘出來落尾𠊎即隨開始逐點去𠊎自家來啊來去沙布里搖牙齪
6q8ohuqjb4,阿𠊎係討寫壁球
6qs2u614ji,無要緊𫣆人正係討翕厥張相片䀴佢有幾親這支圖家个影片打得𫣆人按做个
6s27v28c3j,歹勢打斷你人毋過𫣆人在壁頭面上一個大壁頭面上有真多必縫𠊎建議𫣆人開始修理啊著得阿松正猶較輸開始做事較實在
6vm9m15vb9,生日沙布蠟對白鴨子好發石紅泥長啊
6y79dbv3kc,提經你在做麼个若係一直恁石頭獎即會做到這裏來毋會走去歇目莊頭你鑽个方向像抹石頭獎啊結招𠊎這滿知啊
6yobvn70yo,𠊎拁佢人圍牆尋得你勞力你駛白氣輒擺力你个頭會走个𠊎討你入去拁路營个人挶出來過來𠊎會用正經个數字拁佢人接个等咧哦望望大力啦
709l0khzqj,攏真好啦
76ymmol13w,你講過遐粒水珠無用摸著高量个物件嗄討獎敢賞賞啊水珠个力量得火山爆發啊
78xdrklljd,䀴這蝠蜂愈來愈嚴重啊𠊎應該知麼个原因嘛定著係遐兜番在遐轉空个關係啊𠊎人想好無啦係你人番佮即轉空啊
7a6ipmmaft,就你知个啊恁土个韓國攏堵著成比地動个傷害一切情況愈來愈嚴重哦所以議會加歸下無軍个英雄攏喊過來啊鑪卡四奶韓國个英雄
7cwprechsc,在遐
7d16opy5qi,捉著阿賢捉佢該麼个聲啊
7sg92sflzj,𫣆人猶吂離開市呢大家加油哦
7vvmdw7eso,𠊎講你兩儕去別位賞無定著麼个較好好啊行啊堵堵
7w5m2xwh2v,討仰子即恁早拁老皮揢大一兜背家係細義哦
80ppejmgyb,應該無仰子𠊎無恁想哦䀴起來𠊎毋會用係佢歇睏啊𫣆人愛變身無毋使𫣆人會用處理个若文較力啦遐做个對後背討變佢个事度
833ba9bsne,這滿講電藥真傷定係毋係無好个時間點當然毋係好个時間點啊𠊎即毋講有大雨傘對个人力得來啊
87qu05dajt,這應該會用改過佢人
887sjmuqs0,鬥相共別儕𠊎愛供遐兜猴毋會用這係𠊎屋下
8bdlx42j4u,水个溫度真誠冷所以咧所以冷水會得田藥真緊即無跈𫣆人會煞莫去哦若係𫣆人猶在水底咧按去轉去
8cnm1qoc7f,暈暗佢應該會用拁磅空肚个哦遐隻蜆對你來講敢係真要緊著啦落一背講暈暗會保護佢人𫣆人攏䀴望敢係真个鑪卡𠊎來啊
8dnbr60dna,學了大家𫣆人愛拁千民傳走送去安全个所在
8l3l6vvay5,這得𠊎想著真誠好个敗人計畫你兩個去遐粒樹針拁𠊎提過來下這個規矩毋會莫好𠊎驚到講毋會出來啊𠊎講真咧
8lj5mp8ul2,討到位啊
8mqd7tfmwc,像恁𠊎定著會驚个啊所以係食个𫣆人生開即攏莫停動正毋會正經一路落去為了你過去遐裡自由你過來這裡
8mvikypihw,團結起來大家
8nw4dnhsag,九九公神係對阿腦布麗士來个佢个脣頭出現一個天坑按去轉退有任務啊𫣆人出發
8vr0njcxc5,愛嫁妝抑係干赴人陪𠊎正會用入去𠊎大人這隻草擊天災這隻無公平
8y479zrqes,加油足好个
911c6738fo,足闊个哦成年時這實在足好个會議室哇大電視个
9599r39x6z,佢無到啦仰子佢無到啦𫣆人愛加一兜力量大家加油出力
9ax1ucgvai,敢有風走出來啊啊走啊莫過來
9hq0hz1bcx,𫣆人討䀴著食啊哦
9vbd92dwob,即會發生遐款事
ZF209P2101_001,佢起心地啊
ZF209P2101_002,恁久無䀴著
ZF209P2101_003,𠊎轉來啊
ZF209P2101_004,你討去哪位
ZF209P2101_005,真得人惜哦
ZF209P2101_006,真得人慼哦
ZF209P2101_007,阿依猶吂轉
ZF209P2101_008,有閒正來尞
ZF209P2101_009,你夫娘真靚
ZF209P2101_010,拁電火關莫
ZF209P2101_011,駛車愛細義
ZF209P2101_012,坐飛機較緊
ZF209P2101_013,寒著愛戴嘴揞
ZF209P2101_014,你哪位毋堵好
ZF209P2101_015,實在足難相信
ZF209P2101_016,勞力你个照顧
ZF209P2101_017,上課毋好啄睡
ZF209P2101_018,今日天氣真好
ZF209P2101_019,昨日無閒歸日
ZF209P2101_020,歹勢無要緊
ZF209P2101_021,得𠊎想一下
ZF209P2101_022,有人在屋下無
ZF209P2101_023,阿怙無在屋下
ZF209P2101_024,厥丈夫真緣投
ZF209P2101_025,歹勢攪吵啊
ZF209P2101_026,你愛攔時間無
ZF209P2101_027,有麼个問題無
ZF209P2101_028,你想到真周到
ZF209P2101_029,這站無閒麼个
ZF209P2101_030,你傷慢到位啊
ZF209P2101_031,𠊎愛睡當晝
ZF209P2101_032,請在這斡倒裡
ZF209P2101_033,五月節愛食餡粽
ZF209P2101_034,你个手機腳學
ZF209P2101_035,你个功課做好吂
ZF209P2101_036,𠊎會細義一兜
ZF209P2101_037,這個想法真誠好
ZF209P2101_038,會用無毋會用
ZF209P2101_039,你會無無問題
ZF209P2101_040,𠊎真愛食青菜
ZF209P2101_041,你愛啉麼个飲料
ZF209P2101_042,這雙鞋無幾合腳
ZF209P2101_043,臺灣不時有地動
ZF209P2101_044,這位毋會用食薰
ZF209P2101_045,天氣變到真涼爽
ZF209P2101_046,韶日晨早正聯絡
ZF209P2101_047,請問愛麼个服務
ZF209P2101_048,勞力毋使細義
ZF209P2101_049,𠢕早食飽吂
ZF209P2101_050,阿公在間底歇睏
ZF209P2101_051,阿依在灶下煮飯
ZF209P2101_052,請問哪位有便所
ZF209P2101_053,有失眠个問題無
ZF209P2101_054,祝福你量早康復
ZF209P2101_055,算較便宜兜啊好無
ZF209P2101_056,𠊎想討學做麵包
ZF209P2101_057,這個皮包係麼儕个
ZF209P2101_058,阿姆背書包去學校
ZF209P2101_059,阿姊真愛食菜頭粄
ZF209P2101_060,寒天北部不時落雨
ZF209P2101_061,毋好為著這來失志
ZF209P2101_062,係麼儕打來个電話
ZF209P2101_063,垃圾愛做資源回收
ZF209P2101_064,今日个菜口味仰子
ZF209P2101_065,𠊎昨暗夜失眠啊
ZF209P2101_066,佢愛照顧佢个阿依
ZF209P2101_067,麻煩你開電火好無
ZF209P2101_068,恁暗啊好去睡啊
ZF209P2101_069,阿弟在廳下䀴電視
ZF209P2101_070,𠊎逐晨早掃泥下
ZF209P2101_071,入來屋下底愛脫鞋
ZF209P2101_072,坐火車愛先打車票
ZF209P2101_073,老儕坐巴士毋使錢
ZF209P2101_074,你按算在這歇幾久
ZF209P2101_075,請問愛仰子提票咧
ZF209P2101_076,請問收銀臺在哪位
ZF209P2101_077,𠊎討加一頂眠床
ZF209P2101_078,請問你哪位無快活
ZF209P2101_079,你這個症頭幾久啊
ZF209P2101_080,𠊎開食个藥得你
ZF209P2101_081,請問內科愛仰子行
ZF209P2101_082,阿叔無慣勢著西裝
ZF209P2101_083,慢慢子行毋使攔緊
ZF209P2101_084,恭喜發財新年快樂
ZF209P2101_085,請毋好在車底食物件
ZF209P2101_086,學生愛著制服去學校
ZF209P2101_087,阿伯蹛个樓屋有電梯
ZF209P2101_088,𠊎行去郵便局寄批
ZF209P2101_089,𠊎在十字路口等你
ZF209P2101_090,佢這擺用信用卡納錢
ZF209P2101_091,在網路買物件真利便
ZF209P2101_092,佢著新褲去外媽屋下
ZF209P2101_093,恁吵你仰子拄會核
ZF209P2101_094,今日个報紙你有䀴無
ZF209P2101_095,共下來去公園運動啦
ZF209P2101_096,𠊎無閒到無閒挾掣
ZF209P2101_097,請問高鐵車頭仰子行
ZF209P2101_098,𠊎尿急想討屙尿
ZF209P2101_099,阿妹在洗浴間洗膴身
ZF209P2101_100,𠊎逐日騎鐵馬上班
ZF209P2101_101,上禮拜一歸日落雨
ZF209P2101_102,桌崠有六支燒水罐
ZF209P2101_103,紙箱內底有兩粒球
ZF209P2101_104,請問你識來過雲林無
ZF209P2101_105,猶愛幾久擱九分鐘
ZF209P2101_106,這本書攏總有五百領
ZF209P2101_107,這領衫𠊎開五百箍
ZF209P2101_108,佢蹛哪位佢蹛新竹市
ZF209P2101_109,請問中壢火車頭仰子去
ZF209P2101_110,後禮拜五愛記得交作業
ZF209P2101_111,這滿幾多點啊十二點
ZF209P2101_112,佢在路上撿著七十六箍
ZF209P2101_113,𠊎屋下攏總有六個人
ZF209P2101_114,阿松哥四月初八討渡夫娘
ZF209P2101_115,後禮拜二愛考試你知無
ZF209P2101_116,你韶日幾多點討來五點
ZF209P2101_117,這西瓜幾多錢七十十箍
ZF209P2101_118,佢這擺買火車票開七百箍
ZF209P2101_119,請問這個拜六有空个房間無
ZF209P2101_120,韶日𠊎討坐頭枋車去鳳山
ZF209P2101_121,𠊎逐日一點愛䀴電視新聞
ZF209P2101_122,𠊎算一下攏總愛六百箍
ZF209P2101_123,你幾多歲啊𠊎今年四歲
ZF209P2101_124,超過六點猶吂到即算慢到啊
ZF209P2101_125,三十八路公車來啊較緊上車
ZF209P2101_126,佢正考著十六分爺哀真失望
ZF209P2101_127,請問你幾多號𠊎係八十號
ZF209P2101_128,這個幾多錢這個兩千八百箍
ZF209P2101_129,請問你對哪位來𠊎對臺北來
ZF209P2101_130,𠊎爸準備去花蓮出差個半月
ZF209P2101_131,請問𠊎討去高雄愛仰子盤車
ZF209P2101_132,一斤正九十七箍定價數真實在
ZF209P2101_133,對這行路去火車頭愛行八分鐘
ZF209P2101_134,伸這兜仔歸下賣得你三百箍即好
ZF209P2101_135,𠊎今日慢到四分鐘得先生罵
ZF209P2101_136,坐捷運毋會用食物件
ZF209P2101_137,寒天著膨線衫真燒暖
ZF209P2101_138,請問遊客中心在哪位
ZF209P2101_139,請問愛去哪位領行李
ZF209P2101_140,請問係跳表算錢係無
ZF209P2101_141,請在下一個路口歇車
ZF209P2101_142,這係特價商品係毋係
ZF209P2101_143,會用算較便宜一兜仔無
ZF209P2101_144,請問這有免稅服務無
ZF209P2101_145,𠊎想討喊客房服務
ZF209P2101_146,請問你討辦麼個手續
ZF209P2101_147,結婚證人愛滿二十歲
ZF209P2101_148,今日有哪位無快活無
ZF209P2101_149,請問你係仰子著傷啊
ZF209P2101_150,請問討入院幾多日咧
ZF209P2101_151,普通時有食麼个藥無
ZF209P2101_152,請問愛幾久換一擺藥
ZF209P2101_153,請問掛號櫃臺在哪位
ZF209P2101_154,請問你个聯絡電話係
ZF209P2101_155,大家作垺來去打鬥四
ZF209P2101_156,新个頭路你做會慣勢無
ZF209P2101_157,今日歇睏毋使去學校
ZF209P2101_158,你識佢無𠊎毋識佢
ZF209P2101_159,阿怙逐晨早都愛啉咖啡
ZF209P2101_160,請問這領衫係麼个寸尺
ZF209P2101_161,佢人逐暗夜攏愛去補習
ZF209P2101_162,熱天大家較愛去海脣尞
ZF209P2101_163,有病愛較緊去得先生䀴
ZF209P2101_164,表大逐日攏真認真做事
ZF209P2101_165,暗夜時駛車愛擱較注意
ZF209P2101_166,請問會用尋麼儕鬥相共
ZF209P2101_167,韶日會用在屋下打電動
ZF209P2101_168,較緊个討赴毋會著啊
ZF209P2101_169,有人客來毋好打赤膊
ZF209P2101_170,請問哪位有換錢个服務
ZF209P2101_171,請問求空哪位有加油站
ZF209P2101_172,請擱拁𠊎加一兜仔水
ZF209P2101_173,𠊎討擱點一份隨轉去
ZF209P2101_174,𠊎會用試著這領衫無
ZF209P2101_175,這領褲猶有別種色地無
ZF209P2101_176,𠊎會用換別款寸尺無
ZF209P2101_177,緊急出口和樓梯在哪位
ZF209P2101_178,請坐𠊎拁你磅血壓
ZF209P2101_179,請問你有指定个醫生無
ZF209P2101_180,你好𠊎討預約掛號
ZF209P2101_181,你現時有在食麼个藥無
ZF209P2101_182,你好𠊎有一隻挷牙
ZF209P2101_183,𠊎拁你安排睡眠時間
ZF209P2101_184,請問補助款幾時會撥款
ZF209P2101_185,你真慶哦哪有無影啦
ZF209P2101_186,𠊎人輒輒作垺合買美食
ZF209P2101_187,生菇个物件即毋會用食啊
ZF209P2101_188,這條路較近遐條路較遠
ZF209P2101_189,啉酒莫駛車駛車莫啉酒
ZF209P2101_190,請等一下𠊎黏時過來
ZF209P2101_191,請問自由座愛在哪位排列
ZF209P2101_192,請載𠊎去頭近个捷運站
ZF209P2101_193,𠊎會用徙到脣頭遐桌無
ZF209P2101_194,𠊎會用用信用卡納錢無
ZF209P2101_195,𠊎用額溫銃拁你量體溫
ZF209P2101_196,請問你想討掛哪科个門診
ZF209P2101_197,你有對食物抑藥物過敏無
ZF209P2101_198,𠊎這滿討拁你檢查一下
ZF209P2101_199,你現時頭疾个所在在哪位
ZF209P2101_200,你愛兩儕抑係單儕个病房
ZF209P2101_201,𠊎討註文三月初一一暗夜三人房
ZF209P2101_202,頭前斡正手裡即到位澎湖縣政府啊
ZF209P2101_203,佢一個人去基隆打拚厥依真擘心
ZF209P2101_204,今日十點愛開會哦請鬥準備資料
ZF209P2101_205,你等下有閒無九點作垺來去運動
ZF209P2101_206,為著赴三點䀴電視佢划飯划真緊
ZF209P2101_207,請問猶有座位無𠊎討買一張全票
ZF209P2101_208,阿哥後日討坐四點个火車去竹南出差
ZF209P2101_209,請問到位嘉義愛駛幾久愛駛四點鐘
ZF209P2101_210,王先生你掛个係四月初三晨早个門診
ZF209P2101_212,你討辦个業務在九樓𠊎拁你擪電梯
ZF209P2101_213,你後生今年幾多歲啊𠊎後生今年七歲
ZF209P2101_214,到位苗栗大約猶有幾多公里猶有兩公里
ZF209P2101_215,四月二十學校放假遐日來去䀴電影好無
ZF209P2101_216,歹勢啦請你韶日兩點正過考電話來改學
ZF209P2101_217,一百空十年度客語認證正開始報名呢
ZF209P2101_218,三頓食飽後愛食藥一日食三擺一擺八粒
ZF209P2101_219,𠊎人有八個人𠊎人想討坐偎窗門个位
ZF209P2101_220,會議地點在哪位會議地點在臺中潭子區
ZF209P2101_221,小姐先生𠊎討點菜𠊎討點二號餐
ZF209P2101_222,你掛个號八十六號愛先拁你收掛號費兩百箍
ZF209P2101_223,𠊎聽講阿美著著七千萬个大獎有影抑無影
ZF209P2101_224,若係討掛號麻煩健保卡得𠊎猶擱繳兩百箍
ZF209P2101_225,今年客家桐花祭對四月十二開始到五月初一為止
ZF209P2101_226,你韶日討坐幾多點个火車𠊎討坐十一點个火車
ZF209P2101_227,佢請假五日得頭家扣尾紅
ZF209P2101_228,拜二佢請假你代理一下好無
ZF209P2101_229,佢去踅百貨公司鑪卡買物件開六萬箍
ZF209P2101_230,阿爸討去申請護照
ZF209P2101_231,起原因愛戴安全帽
ZF209P2101_232,請問𠊎愛去哪位做體檢
ZF209P2101_233,請問你貴姓喊做麼个名
ZF209P2101_234,請問討仰子加入公所健保
ZF209P2101_235,天氣輒變愛著較燒暖一兜
ZF209P2101_236,便利商店會用買著真多物件
ZF209P2101_237,𠊎當下講電話請等一下
ZF209P2101_238,𠊎準備好啊會用開始啊
ZF209P2101_239,這件事情得你講到恁輕可
ZF209P2101_240,喊機車車毋使擘心歇車問題
ZF209P2101_241,請問哪跡位有𢳪行李个推車
ZF209P2101_242,車站內底有行李置物櫃服務
ZF209P2101_243,請問𠊎个大型行李愛囥在哪位
ZF209P2101_244,請問這就近个捷運站在哪位
ZF209P2101_245,這頭得人歡迎个餐點係麼个
ZF209P2101_246,𠊎人會用點餐啊麻煩你
ZF209P2101_247,請問房間價數有包含早頓無
ZF209P2101_248,這下隨請急診醫生拁你䀴診
ZF209P2101_249,你好𠊎會用來這問路無
ZF209P2101_250,後次擺正擱約時間共下坐坐个
ZF209P2101_251,當晝頭恁誠熱毋好出去運動
ZF209P2101_252,客人用覆菜做等路即少反影
ZF209P2101_253,阿公有糖尿病毋會用食傷甜
ZF209P2101_254,請問貴姓𠊎姓黃名大民
ZF209P2101_255,熱天真熱著短衫袖就會用啊
ZF209P2101_256,會用請你拁𠊎人翕一張相無
ZF209P2101_257,請問這有空个公車站牌在哪位
ZF209P2101_258,請問這班車有到位苗栗車頭無
ZF209P2101_259,落車个時請注意後背个來車
ZF209P2101_260,請問這就近猶有哪兜觀光景點
ZF209P2101_261,這係找你个錢這係你个發票
ZF209P2101_262,𠊎想討愛一間視線好个房間
ZF209P2101_263,請問𠊎會用來這借輪椅用無
ZF209P2101_264,這係病院个門診表請你參考
ZF209P2101_265,生日快樂身體康健萬事如意
ZF209P2101_266,客家文化園區輒輒舉辦展覽活動
ZF209P2101_267,你好請問有麼个愛鬥相共个無
ZF209P2101_268,請問有飯店去到機場个接駁車無
ZF209P2101_269,你記得上擺做健康檢查个時間無
ZF209P2101_270,𠊎討討市民免費公車个時刻表
ZF209P2101_271,毋好直直䀴電視目珠會䀴壞去
ZF209P2101_272,好跋起來啊較緊去洗面洗牙
ZF209P2101_273,你今日做到恁派頭討去食酒係無
ZF209P2101_274,你會用先上臺鐵網站查詢火車時刻
ZF209P2101_275,請問落南个高鐵愛在哪個月臺上車
ZF209P2101_276,飯店个房間內底有提供免費網路無
ZF209P2101_277,你个體溫係攝氏三十六度半正常
ZF209P2101_278,你有隨健保卡無𠊎先拁你掛號
ZF209P2101_279,請問你有來過𠊎人病院䀴診過無
ZF209P2101_280,請問想討在路脣排擔愛仰子申請
ZF209P2101_281,請問討坐哪班車在地腳月臺上車
ZF209P2101_282,請問𠊎愛上車囥錢猶係落車正囥錢
ZF209P2101_283,附餐有哪兜个和甜點請拁𠊎紹介
ZF209P2101_284,醫生𠊎若像食壞食肚啊真艱難
ZF209P2101_285,這站不時咳嗽流濞可能係寒著啊
ZF209P2101_286,請問你討訂病院个伙食無有食齋無
ZF209P2101_287,請問𠊎愛隨麼个證件來辦老人年金
ZF209P2101_288,請問入蹛和提房間个時間係麼个時務咧
ZF209P2101_289,足好个𠊎真佮意這雙鞋堵好有打折
ZF209P2101_290,𠊎房間个冷氣毋會涼會用來䀴望下無
ZF209P2101_291,𠊎想討借囥行李請問會用借囥幾久咧
ZF209P2101_292,你好請坐請問有麼个會用拁你服務个無
ZF209P2101_293,𠊎屋下整理出一墩書請問會用捐去哪位
ZF209P2101_294,𠊎會較慢一兜到位請保留𠊎註文个房間
ZF209P2101_295,𠊎屋下就近个路燈故障啊請派專人來修理
ZF209P2101_296,𠊎个錢包毋見去啊請問頭近个警察局在哪位
ZF209P2101_297,你个血壓有較高一兜仔愛注意身體个變化哦
ZF209P2101_298,頭那疾真多日啊請拁𠊎檢查係哪位个問題
ZF209P2101_299,公車站牌在市政府正門出去斡正手裡即會䀴著啊
ZF209P2101_300,𠊎屋下就近有流浪狗會用請你人派人來處理無
ZF209Q2003_001,火焰蟲這幾下年見到位新曆四月中到五月初
ZF209Q2003_002,係油桐花開个季節又係𫣆人中部火焰蟲大出个時務
ZF209Q2003_003,苗栗臺中偎山个所在有真多生理人
ZF209Q2003_004,用一時頭䀴桐花猶時頭探火焰蟲个活動來公告
ZF209Q2003_005,餳來臺灣過地个人客
ZF209Q2003_006,在這站時間中部地區个觀光景點逐日都恁靚人
ZF209Q2003_007,嘛拁這兜生理人个錢袋塞到淰淰
ZF209Q2003_008,滿山白雪雪个油桐花開正經係真靚个風景
ZF209Q2003_009,到烏昏了後佢伸个火焰蟲又會隨得人客無共款个享受
ZF209Q2003_010,因為𫣆人客䀴花賞火焰蟲笑噳噳
ZF209Q2003_011,生理人嘛算錢算到嘴笑鼻噳
ZF209Q2003_012,火焰蟲對𠊎人這兜莊下細子來講實在無麼个
ZF209Q2003_013,即像春天開花秋天落葉人自然
ZF209Q2003_014,記得𠊎做細子遐下
ZF209Q2003_015,熱天食飽夜阿依猶在灶下撿揫
ZF209Q2003_016,阿怙阿媽擎葵扇在禾坪歇涼答嘴鼓
ZF209Q2003_017,阿哥即會渡𠊎和阿弟做火焰蟲賞
ZF209Q2003_018,遐睏子个火焰蟲滿哪位攏係禾坪即會䀴著
ZF209Q2003_019,一半下猶會飛入內底在電火下飛來飛去
ZF209Q2003_020,阿哥个先生識講古得佢人聽
ZF209Q2003_021,講成過有一個細子即想討讀書
ZF209Q2003_022,毋過屋下真散無錢好點燈盞火得佢䀴書
ZF209Q2003_023,佢即走去捉真多火焰蟲裝在四碼紗布袋內
ZF209Q2003_024,用火焰蟲个光來讀書落尾佢大漢即真有成就
ZF209Q2003_025,阿哥嘛想討做火焰蟲來做電火
ZF209Q2003_026,即招𠊎和阿弟共行去屋背个菜園捉火焰蟲
ZF209Q2003_027,屋邊暗摸摸猶有孤傱吱吱嘎嘎个蟲𧊅子个喊聲
ZF209Q2003_028,真得人驚𠊎和阿弟拁阿哥个衫支尾揪核
ZF209Q2003_029,驚到毋敢敨大氣一步一步忍到菜園
ZF209Q2003_030,䀴著歸菜園做一下係𥍉上𥍉下个火焰蟲
ZF209Q2003_031,比天崠个星猶較多猶較靚
ZF209Q2003_032,𠊎人歡喜到咻咻咈暢壞壞
ZF209Q2003_033,𠊎人捉著猶十隻火黏蟲
ZF209Q2003_034,傱轉屋下討拁阿依展寶
ZF209Q2003_035,無想著阿依一下即喊𠊎人拁火焰蟲放走
ZF209Q2003_036,阿哥毋肯𠊎和阿弟嘛毋盼
ZF209Q2003_037,想討拁歸油紙絡个火焰蟲囥在間底
ZF209Q2003_038,䀴有影毋使點電火無阿依講
ZF209Q2003_039,毋會用捉火焰蟲隨拁火焰蟲放走啦
ZF209Q2003_040,若無你人暗夜睡即會疶尿哦
ZF209Q2003_041,𠊎人聽著驚疶尿得人笑
ZF209Q2003_042,即攔緊走去禾坪拁火焰蟲放莫
ZF209Q2003_043,䀴著一隻一隻火焰蟲𥍉啊𥍉
ZF209Q2003_044,對油紙絡內底慢慢飛出來飛對暗暗个圍牆背去
ZF209Q2003_045,第二日打早𠊎人三個做一下攏無疶尿
ZF209Q2003_046,對遐擺起𠊎人嘛毋識擱去捉火焰蟲來賞啊
ZF209Q2003_047,這滿回想起來實在愛阿腦阿依个智慧
ZF209Q2003_048,若無惑𠊎人講捉火黏蟲會疶尿
ZF209Q2003_049,遐時毋知會得𠊎人這兜打爽幾多火焰蟲咩
ZF209Q2003_050,鴨嫲屎𧊅記得逐年个時連續落雨幾下禮拜
ZF209Q2003_051,落到人攏硬硬討生菇啊直直到拜三晨早正歇雨
ZF209Q2003_052,當晝放學猶有日頭花對賁賁个烏雲內底照出來
ZF209Q2003_053,大家攏真歡喜排列行出學校門
ZF209Q2003_054,著雨鞋蠻皮个細子即開始蹬水賞
ZF209Q2003_055,泥水噴到脣頭个妹子同學吱吱咈
ZF209Q2003_056,直閃直跳直走笑聲喝咻聲罵人聲
ZF209Q2003_057,襯托轉好个天氣
ZF209Q2003_058,大家个心情嘛像慢慢散去个烏雲愈來愈開
ZF209Q2003_059,𠊎和阿弟轉到屋下頭前个楓樹伯公下
ZF209Q2003_060,䀴著一陣細細隻頭大大烏烏个魚
ZF209Q2003_061,在路脣落雨過後个水窟底
ZF209Q2003_062,泅來泅去真心色𠊎人褲帶直直䀴攏添放好轉
ZF209Q2003_063,阿媽等無𠊎人行出禾坪大聲咻
ZF209Q2003_064,𠊎人正真毋甘願行轉屋下
ZF209Q2003_065,𠊎兩儕趁阿媽去睡當晝
ZF209Q2003_066,偷偷提著空个泥粉罐去楓樹伯公下捉魚
ZF209Q2003_067,驚大人知會罵𠊎人即拁捉著个六尾魚
ZF209Q2003_068,偷偷供在書桌下討去學校和放學轉來攏會先去䀴下
ZF209Q2003_069,等討寫字个時正拁佢人提出來囥在桌崠陪𠊎人寫字
ZF209Q2003_070,第三日打早阿弟去䀴魚了後攔緊討去學校
ZF209Q2003_071,泥粉罐無囥好勢嗄倒落去等𠊎人下晝轉到屋下
ZF209Q2003_072,水硬硬討流淨去罐底淺淺个水伸一尾魚定
ZF209Q2003_073,另外五尾魚燥死在書桌下啊𠊎人真艱難
ZF209Q2003_074,拁五尾魚埋在花園內底个桂花樹下
ZF209Q2003_075,希望佢人會用鼻著桂花个香味
ZF209Q2003_076,伸个遐尾細隻魚𠊎人嘛擱較小心細義照顧佢
ZF209Q2003_077,大約一禮拜換一擺水猶得佢食嫩嫩个菜葉
ZF209Q2003_078,十外日過遐尾魚嗄生出兩支腳
ZF209Q2003_079,𠊎人感覺魚會生腳真心色忍毋核偷偷拁阿怙講
ZF209Q2003_080,阿怙䀴了講遐毋係魚係鴨嫲屎𧊅遐係𧊅么
ZF209Q2003_081,差不多擱過一禮拜鴨嫲屎𧊅又生出頭前腳啊
ZF209Q2003_082,有四支腳猶有尾在水底泅來泅去真風神
ZF209Q2003_083,學校歇熱啊阿依和過去厥年共款
ZF209Q2003_084,渡𠊎人轉外媽屋下尞一禮拜
ZF209Q2003_085,𠊎人心肝底掛念書桌下个鴨嫲屎𧊅
ZF209Q2003_086,吂曾吂即直直亂討轉去
ZF209Q2003_087,一轉到屋下阿弟隨傱入房間底
ZF209Q2003_088,黏時即唩到大嫲聲𠊎人吂赴擐行李
ZF209Q2003_089,即走入去房間䀴佢做麼个唩
ZF209Q2003_090,阿弟比遐空空个泥粉罐
ZF209Q2003_091,和脣頭跳啊跳个𧊅子唩到硬討死
ZF209Q2003_092,講鴨嫲屎𧊅得𧊅子食去啊啦
ZF209Q2003_093,阿怙聽著直直挲阿弟个頭那
ZF209Q2003_094,忍著笑拁阿弟講大戇呆你个鴨嫲屎𧊅大漢啊
ZF209Q2003_095,變著𧊅子啊啦毋係得𧊅子食去莫唩啦
ZF209Q2003_096,阿弟聽著恁講正轉笑面
ZF209Q2003_097,因為童年供鴨嫲屎𧊅个經驗
ZF209Q2003_098,得阿弟對自然科學真有興趣
ZF209Q2003_099,這滿阿弟係真得學生歡迎个自然科先生
ZF209Q2003_100,嘛輒輒會渡細子滿哪位去做研究呢
ZF209Q2003_101,騎鐵馬會跌倒會跌倒事即吂講煞砰一聲
ZF209Q2003_102,人和車即跌倒在路脣跋毋會起來
ZF209Q2003_103,坐在泥下摸腳膝頭䀴著血直直流出來
ZF209Q2003_104,大聲唩足疾个足疾个阿怙阿依聽著
ZF209Q2003_105,攔緊對屋內走出來䀴𠊎鬥底發生麼个大事情
ZF209Q2003_106,成過因為愛讀國中學校又離屋下較遠
ZF209Q2003_107,假使講若用行个愛一二十分鐘
ZF209Q2003_108,所以無法度一定愛學會騎鐵馬
ZF209Q2003_109,讀書正會赴因為即係𫣆小學出業遐個歇熱
ZF209Q2003_110,為著愛較緊學會騎鐵馬逐日晨早天吂光雞吂啼
ZF209Q2003_111,和阿怙即牽鐵馬去到屋前个路脣練習
ZF209Q2003_112,阿怙在後背扶鐵馬得𠊎慢慢騎
ZF209Q2003_113,毋過毋知係毋係第一擺騎个關係
ZF209Q2003_114,猶抓無總頭腳正蹬起去
ZF209Q2003_115,膴身即歪一裡偏來偏去
ZF209Q2003_116,猶吂騎著即跌落來啊實在真失志
ZF209Q2003_117,𠊎毋甘願一擺一擺擱試䀴望
ZF209Q2003_118,共款猶係無改變練到心情真䆀真無好
ZF209Q2003_119,心肝內無想討練啊阿怙䀴𠊎恁艱難恁失望
ZF209Q2003_120,搭𠊎肩頭安慰𠊎講毋驚事難頭驚人懶
ZF209Q2003_121,𠊎相信你定著做會到加油哦
ZF209Q2003_122,即係聽著阿怙得𠊎个鼓勵
ZF209Q2003_123,猶有想著阿怙逐日恁早陪𠊎練習个辛苦
ZF209Q2003_124,一時目汁含蹛牙根咬个煞作認真練習
ZF209Q2003_125,希望會用較緊做好人生第一件大事
ZF209Q2003_126,過一禮拜外無一無夜个練習
ZF209Q2003_127,總算上天不負苦心人今天得𠊎拚上崎
ZF209Q2003_128,學會騎鐵馬啊
ZF209Q2003_129,正經係有心打石石成磚無心打井井無泉
ZF209Q2003_130,實在證明總愛你認真有耐心
ZF209Q2003_131,堅持落去成功一定係你个
